Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?",My organisation encouraged people to work remotely,My organisation was well prepared for me to work remotely,It was common for people in my organisation to work remotely,It was easy to get permission to work remotely,I could easily collaborate with colleagues when working remotely,I would recommend remote working to others,,,,
879,1958,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Legal, Social and Welfare Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
880,1967,Female,Administrative and Support Services,Administrative Services,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Regional,100%,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,
881,1961,Male,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Professionals,"Legal, Social and Welfare Professionals",Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,70%,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,,
882,1961,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Managers,Specialist Managers,More than 200,No,Couple with no dependent children,More than 5 years,Metro,60%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,
883,1967,Male,Manufacturing,Fabricated Metal Product Manufacturing,Sales ,Sales Representatives and Agents,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,40%,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,,,,
884,1965,Female,Education and Training,Preschool and School Education,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Multiple family household,More than 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
885,1961,Male,Wholesale Trade,Motor Vehicle and Motor Vehicle Parts Wholesaling,Managers,Specialist Managers,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,10%,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,,,,
886,1967,Female,"Transport, Postal and Warehousing",Warehousing and Storage Services,Managers,"Chief Executives, General Managers and Legislators",More than 200,Yes,Group household,More than 5 years,Metro,10%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
887,1980,Male,"Transport, Postal and Warehousing",Air and Space Transport,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro,20%,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,,,,
888,1970,Female,Health Care and Social Assistance,Social Assistance Services,Community and personal service ,Protective Service ,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Regional,0%,NA,NA,NA,NA,NA,NA,,,,
889,1978,Female,Education and Training,Tertiary Education,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,More than 5 years,Regional,40%,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,,,,
890,1968,Female,Administrative and Support Services,Administrative Services,Professionals,"Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro,50%,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,
891,1958,Female,Other Services,Personal and Other Services,Managers,Specialist Managers,Between 20 and 199,Yes,Other one family household,Between 1 and 5 years,Metro,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
892,1994,Male,Public Administration and Safety,Public Administration,Clerical and administrative ,General Clerical ,Between 20 and 199,No,Other one family household,Between 1 and 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
893,1965,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,,,,
894,1978,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,More than 5 years,Metro,10%,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
895,1969,Male,Financial and Insurance Services,Finance,Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
896,1981,Male,Administrative and Support Services,Administrative Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,Between 6 and 12 months,Metro,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,
897,1978,Female,Public Administration and Safety,Public Administration,Clerical and administrative ,Other Clerical and Administrative ,More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
898,1963,Female,Arts and Recreation Services,Creative and Performing Arts Activities,Professionals,Arts and Media Professionals,I am the only employee,No,Couple with dependent children,Between 1 and 5 years,Metro,100%,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,
899,1965,Female,Health Care and Social Assistance,Social Assistance Services,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
900,1983,Male,Information Media and Telecommunications,"Internet Service Providers, Web Search Portals and Data Processing Services",Sales ,Sales Support ,More than 200,No,Couple with no dependent children,More than 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
901,1969,Male,Information Media and Telecommunications,Library and Other Information Services,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,10%,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,
902,1989,Female,Education and Training,Tertiary Education,Clerical and administrative ,Clerical and Office Support ,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Regional,80%,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,
903,1972,Male,Public Administration and Safety,Public Administration,Professionals,ICT Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,10%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,,,,
904,1989,Male,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Regional,50%,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
905,1957,Male,Financial and Insurance Services,Insurance and Superannuation Funds,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,More than 5 years,Metro,50%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
906,1978,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,40%,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,,,
907,1966,Female,Other Services,Personal and Other Services,Clerical and administrative ,Office Managers and Program Administrators,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Regional,100%,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,,,,
908,1987,Female,Other Services,Personal and Other Services,Managers,Specialist Managers,More than 200,Yes,Single person,Between 1 and 5 years,Metro,20%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
909,1970,Male,Other Services,Repair and Maintenance,Technicians and trades ,Electrotechnology and Telecommunications Trades ,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,50%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
910,1973,Male,Arts and Recreation Services,Creative and Performing Arts Activities,Managers,"Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,30%,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,,
911,1976,Male,Education and Training,Tertiary Education,Professionals,Education Professionals,More than 200,Yes,Single person,More than 5 years,Regional,20%,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,,,,
912,1978,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Professionals,"Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,10%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,
913,1970,Male,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Professionals,ICT Professionals,More than 200,No,Other one family household,More than 5 years,Regional,0%,NA,NA,NA,NA,NA,NA,,,,
914,1956,Male,Financial and Insurance Services,Finance,Technicians and trades ,"Engineering, ICT and Science Technicians",More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional,10%,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,,,,
915,1975,Male,Manufacturing,Furniture and Other Manufacturing,Managers,Specialist Managers,More than 200,No,Couple with dependent children,More than 5 years,Metro,100%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,,,,
916,1970,Male,Information Media and Telecommunications,Telecommunications Services,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Yes,Single person,More than 5 years,Metro,10%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,
917,1974,Male,Manufacturing,Food Product Manufacturing,Managers,Specialist Managers,Between 5 and 19,Yes,Couple with dependent children,Between 1 and 5 years,Metro,10%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
918,1968,Male,Public Administration and Safety,Defence,Managers,Specialist Managers,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,10%,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
919,1975,Male,Health Care and Social Assistance,Hospitals,Professionals,Health Professionals,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,0%,NA,NA,NA,NA,NA,NA,,,,
920,1982,Female,Health Care and Social Assistance,Medical and Other Health Care Services,Professionals,ICT Professionals,Between 20 and 199,No,Multiple family household,More than 5 years,Metro,30%,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,
921,1977,Female,Education and Training,"Adult, Community and Other Education",Managers,Specialist Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro,10%,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,,,
922,1972,Female,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,Between 1 and 4,Yes,Couple with no dependent children,Between 1 and 5 years,Metro,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,
923,1972,Female,Wholesale Trade,Other Goods Wholesaling,Sales ,Sales Representatives and Agents,Between 20 and 199,No,One  parent family with dependent children,Between 1 and 5 years,Metro,0%,NA,NA,NA,NA,NA,NA,,,,
